259;97;170;5;530.76;2653.8
260;97;243;2;391.43;782.86
261;97;29;5;190.61;953.05
262;97;227;2;286.82;573.64
263;98;136;3;253.83;761.49
264;98;212;5;33.74;168.7
265;98;271;1;30.22;30.22
266;98;172;1;293.39;293.39
267;99;279;3;586.65;1759.95
268;99;259;5;275.6;1378.0
269;99;17;3;420.89;1262.67
270;100;127;2;295.98;591.96
271;100;115;1;252.47;252.47
272;100;214;3;308.75;926.25
273;101;239;1;200.64;200.64
274;101;28;5;880.39;4401.95
275;102;208;3;173.46;520.38
276;103;17;1;497.82;497.82
277;103;76;3;410.1;1230.3
278;103;50;1;667.85;667.85
279;103;237;3;145.41;436.23
280;104;87;4;148.41;593.64
281;104;283;5;628.97;3144.85
282;104;115;5;229.87;1149.35
283;104;109;4;26.05;104.2
284;104;290;3;165.97;497.91
285;105;49;1;618.56;618.56
286;105;253;1;27.41;27.41
287;105;122;3;328.82;986.46
288;105;289;5;542.69;2713.45
289;105;123;4;155.99;623.96
290;106;97;4;128.55;514.2
291;106;127;4;217.16;868.64
292;106;38;5;395.69;1978.45
293;106;250;3;605.68;1817.04
294;106;109;1;23.86;23.86
295;107;182;5;489.05;2445.25
296;107;77;3;292.97;878.91
297;107;172;4;360.27;1441.08
298;108;189;4;581.94;2327.76
299;108;4;1;214.29;214.29
300;108;296;3;53.12;159.36
301;108;134;2;83.8;167.6
302;109;82;1;395.05;395.05
303;109;211;4;674.5;2698.0
304;109;14;1;511.47;511.47
305;109;66;1;292.98;292.98
306;109;197;2;566.33;1132.66
307;110;35;5;356.76;1783.8
308;111;2;1;724.72;724.72
309;111;285;2;408.73;817.46
310;111;35;4;417.58;1670.32
311;111;240;5;237.97;1189.85
312;111;26;5;177.35;886.75
313;112;254;5;457.08;2285.4
314;112;26;4;180.57;722.28
315;112;44;1;179.3;179.3
316;112;143;3;555.72;1667.16
317;113;206;4;132.5;530.0
318;113;157;3;277.32;831.96
319;113;223;3;195.85;587.55
320;113;15;5;458.11;2290.55
321;113;252;5;419.58;2097.9
322;114;19;1;296.86;296.86
323;114;182;3;533.15;1599.45
324;115;236;1;308.45;308.45
325;115;145;3;218.92;656.76
326;115;272;4;289.34;1157.36
327;115;90;5;20.76;103.8
328;115;181;4;267.0;1068.0
329;116;62;4;509.03;2036.12
330;116;283;4;779.91;3119.64
331;116;67;3;78.1;234.3
332;116;58;5;335.87;1679.35
333;116;251;5;437.64;2188.2
334;117;282;5;61.77;308.85
335;117;158;4;434.02;1736.08
336;117;111;5;449.56;2247.8
337;118;91;3;76.88;230.64
338;119;42;5;430.63;2153.15
339;120;131;2;203.88;407.76
340;120;219;4;206.1;824.4
341;120;296;1;56.25;56.25
342;120;64;5;123.07;615.35
343;121;190;1;454.43;454.43
344;121;123;1;134.37;134.37
345;122;245;4;227.27;909.08
346;122;286;5;495.61;2478.05
347;122;111;4;432.13;1728.52
348;122;21;2;325.32;650.64
349;122;165;3;33.49;100.47
350;123;28;5;812.33;4061.65
351;123;70;5;116.81;584.05
352;124;246;1;45.17;45.17
353;124;259;2;298.16;596.32
354;124;64;5;105.0;525.0
355;125;63;5;100.1;500.5
356;125;232;2;614.5;1229.0
357;125;119;2;131.92;263.84
358;126;262;2;72.82;145.64
359;126;221;3;453.77;1361.31
360;126;172;4;299.78;1199.12
361;126;5;1;207.63;207.63
362;127;254;4;426.75;1707.0
363;127;248;1;451.71;451.71
364;127;289;3;575.95;1727.85
365;127;41;3;195.35;586.05
366;128;258;1;508.7;508.7
367;128;40;4;307.92;1231.68
368;129;73;5;169.27;846.35
369;129;236;2;358.41;716.82
370;129;81;3;79.25;237.75
371;129;26;3;215.53;646.59
372;129;140;2;53.78;107.56
373;130;101;1;569.32;569.32
374;130;103;4;674.53;2698.12
375;130;296;4;65.18;260.72
376;131;275;5;486.11;2430.55
377;131;162;2;448.68;897.36
378;131;167;5;426.34;2131.7
379;131;9;3;74.1;222.3
380;131;205;1;375.31;375.31
381;132;9;3;70.17;210.51
382;133;243;3;388.81;1166.43
383;133;134;2;72.32;144.64
384;133;99;1;20.92;20.92
385;133;179;5;170.11;850.55
386;134;280;5;540.65;2703.25
387;134;213;4;427.95;1711.8
388;134;59;3;552.59;1657.77
389;134;110;3;339.24;1017.72
390;134;80;1;120.96;120.96
391;135;256;3;532.9;1598.7
392;135;20;4;629.38;2517.52
393;135;97;1;161.32;161.32
394;136;147;3;424.38;1273.14
395;136;83;3;561.21;1683.63
396;136;197;3;561.73;1685.19
397;136;96;2;275.71;551.42
398;137;64;3;129.47;388.41
399;137;119;4;166.14;664.56
400;138;74;5;196.74;983.7
401;138;128;4;516.77;2067.08
402;139;228;2;448.83;897.66
403;140;142;4;292.06;1168.24
404;140;198;5;347.41;1737.05
405;141;242;1;53.48;53.48
406;141;26;2;210.81;421.62
407;141;214;5;326.28;1631.4
408;142;27;4;102.1;408.4
409;143;56;3;384.26;1152.78
410;143;201;3;181.08;543.24
411;143;98;1;268.58;268.58
412;144;88;2;554.13;1108.26
413;145;250;3;533.75;1601.25
414;146;264;3;407.01;1221.03
415;146;22;1;343.33;343.33
416;146;173;3;373.27;1119.81
417;146;224;2;353.1;706.2
418;147;223;3;223.74;671.22
419;147;201;1;147.24;147.24
420;148;35;3;399.6;1198.8
421;148;169;4;197.56;790.24
422;148;221;1;450.61;450.61
423;149;281;3;401.88;1205.64
424;149;88;3;627.07;1881.21
425;149;290;2;169.95;339.9
426;149;31;5;107.98;539.9
427;150;145;2;267.22;534.44
428;151;139;3;208.93;626.79
429;151;258;1;419.15;419.15
430;151;58;5;444.29;2221.45
431;151;149;4;335.74;1342.96
432;151;57;5;258.11;1290.55
433;152;146;2;143.0;286.0
434;153;3;2;568.27;1136.54
435;153;62;1;474.36;474.36
436;154;22;5;394.02;1970.1
437;154;78;3;406.99;1220.97
438;154;27;4;103.69;414.76
439;155;263;5;464.21;2321.05
440;155;267;1;267.62;267.62
441;155;201;2;169.45;338.9
442;155;207;5;434.04;2170.2
443;155;187;4;134.32;537.28
444;156;53;3;363.59;1090.77
445;156;214;5;242.86;1214.3
446;156;160;3;378.31;1134.93
447;157;59;1;723.18;723.18
448;157;287;1;201.02;201.02
449;158;162;4;457.54;1830.16
450;158;71;5;654.13;3270.65
451;158;112;2;189.28;378.56
452;158;53;5;303.78;1518.9
453;158;184;1;291.5;291.5
454;159;129;2;64.16;128.32
455;159;203;4;581.72;2326.88
456;160;81;2;74.8;149.6
457;160;6;3;498.2;1494.6
458;161;218;4;48.96;195.84
459;161;226;2;300.64;601.28
460;161;21;2;370.34;740.68
461;161;230;5;245.27;1226.35
462;161;243;4;361.21;1444.84
463;162;203;5;554.45;2772.25
464;162;241;4;393.99;1575.96
465;162;155;2;245.28;490.56
466;162;27;4;104.96;419.84
467;163;150;1;223.01;223.01
468;163;27;2;106.89;213.78
469;164;38;2;333.02;666.04
470;164;10;4;438.84;1755.36
471;164;253;2;21.56;43.12
472;165;222;3;723.67;2171.01
473;165;178;4;203.21;812.84
474;166;107;5;883.76;4418.8
475;166;92;2;430.84;861.68
476;166;249;1;51.29;51.29
477;166;223;2;229.0;458.0
478;166;120;5;141.17;705.85
479;167;99;4;24.98;99.92
480;167;86;4;502.79;2011.16
481;167;236;1;342.4;342.4
482;167;282;2;65.01;130.02
483;168;119;5;141.58;707.9
484;168;41;1;241.3;241.3
485;168;267;5;257.89;1289.45
486;168;189;1;707.65;707.65
487;169;128;1;427.44;427.44
488;169;160;4;515.04;2060.16
489;169;240;1;293.4;293.4
490;170;4;3;222.74;668.22
491;170;286;5;462.23;2311.15
492;170;283;4;582.26;2329.04
493;171;234;4;281.77;1127.08
494;171;194;4;403.93;1615.72
495;171;259;1;277.62;277.62
496;172;167;5;380.4;1902.0
497;173;132;2;95.19;190.38
498;173;283;3;684.23;2052.69
499;173;144;3;279.1;837.3
500;173;184;2;289.44;578.88
501;173;143;3;598.2;1794.6
502;174;151;4;270.54;1082.16
503;174;50;3;499.83;1499.49
504;174;298;1;381.64;381.64
505;175;255;2;604.15;1208.3
506;175;159;4;524.39;2097.56
507;175;176;3;626.41;1879.23
508;175;55;1;103.73;103.73
509;176;16;4;83.43;333.72
510;176;129;2;46.68;93.36
511;176;34;3;307.77;923.31
512;177;258;2;419.16;838.32
513;177;239;5;164.4;822.0
514;177;21;5;290.51;1452.55
515;177;102;1;168.65;168.65
516;178;292;3;331.97;995.91
517;178;118;1;58.02;58.02
518;178;181;2;297.75;595.5
519;178;158;3;491.28;1473.84
520;178;227;4;283.38;1133.52
521;179;112;5;234.86;1174.3
522;179;37;2;311.02;622.04
523;179;45;1;487.62;487.62
524;179;157;5;234.44;1172.2
525;180;124;4;18.36;73.44
526;180;28;3;844.49;2533.47
527;181;133;5;471.78;2358.9
528;181;14;2;505.02;1010.04
529;181;121;3;190.93;572.79
530;181;273;3;217.55;652.65
531;181;49;1;653.09;653.09
532;182;35;2;360.87;721.74
533;182;257;3;28.92;86.76
534;183;230;1;190.31;190.31
535;184;217;5;524.47;2622.35
536;184;33;4;94.76;379.04
537;184;218;2;52.68;105.36
538;185;145;5;270.98;1354.9
539;186;6;3;504.84;1514.52
540;186;108;3;198.35;595.05
541;186;66;3;216.86;650.58
542;186;11;2;145.72;291.44
543;187;54;4;47.93;191.72
544;187;23;1;450.46;450.46
545;188;203;1;539.71;539.71
546;188;1;1;110.54;110.54
547;188;34;2;336.88;673.76
548;189;234;2;213.31;426.62
549;189;293;4;77.33;309.32
550;189;156;2;104.15;208.3
551;190;119;4;174.5;698.0
552;190;183;4;303.96;1215.84
553;191;251;4;417.67;1670.68
554;192;268;5;147.63;738.15
555;193;299;4;224.73;898.92
556;193;284;4;306.46;1225.84
557;193;255;1;450.01;450.01
558;193;233;4;665.73;2662.92
559;193;252;1;317.03;317.03
560;194;275;5;523.45;2617.25
561;194;44;2;222.7;445.4
562;195;22;5;336.24;1681.2
563;195;143;1;520.94;520.94
564;196;130;3;406.79;1220.37
565;197;210;3;272.92;818.76
566;197;262;5;82.21;411.05
567;197;44;1;212.81;212.81
568;197;234;5;276.87;1384.35
569;197;115;3;297.41;892.23
570;198;127;1;251.42;251.42
571;199;164;5;182.86;914.3
572;199;262;5;74.8;374.0
573;199;170;2;615.08;1230.16
574;199;99;2;20.18;40.36
575;200;157;5;204.37;1021.85
576;200;98;1;262.12;262.12
577;200;121;3;168.78;506.34
578;201;117;4;255.66;1022.64
579;201;265;1;184.56;184.56
580;201;161;1;81.86;81.86
581;201;216;2;305.56;611.12
582;202;96;3;369.19;1107.57
583;202;29;3;232.7;698.1
584;202;178;2;197.94;395.88
585;203;145;5;281.55;1407.75
586;203;19;4;245.41;981.64
587;203;231;5;278.12;1390.6
588;204;85;4;749.11;2996.44
589;204;70;1;115.61;115.61
590;204;55;1;97.6;97.6
591;204;17;5;406.63;2033.15
592;204;20;1;915.67;915.67
593;205;152;1;90.35;90.35
594;205;207;3;545.19;1635.57
595;206;8;5;130.95;654.75
596;206;144;4;276.57;1106.28
597;206;49;4;505.22;2020.88
598;206;12;3;241.08;723.24
599;206;160;4;367.04;1468.16
600;207;154;3;32.17;96.51
601;207;255;4;501.21;2004.84
602;207;31;1;105.81;105.81
603;208;258;4;466.39;1865.56
604;209;119;2;136.63;273.26
605;210;25;1;826.96;826.96
606;210;147;2;345.83;691.66
607;210;151;4;325.82;1303.28
608;210;115;5;279.79;1398.95
609;211;248;3;433.65;1300.95
610;211;132;2;110.62;221.24
611;211;31;1;105.72;105.72
612;211;110;4;318.34;1273.36
613;211;30;5;164.48;822.4
614;212;74;3;212.47;637.41
615;212;134;3;97.64;292.92
616;212;207;1;430.09;430.09
617;212;294;2;342.13;684.26
618;212;83;5;468.09;2340.45
619;213;126;1;220.49;220.49
620;213;70;3;106.27;318.81
621;213;127;3;224.54;673.62
622;214;86;4;412.6;1650.4
623;215;244;1;117.15;117.15
624;216;124;2;18.34;36.68
625;216;236;2;354.43;708.86
626;216;139;4;292.13;1168.52
627;217;152;4;71.86;287.44
628;217;15;1;490.43;490.43
629;217;170;2;509.67;1019.34
630;217;108;1;210.06;210.06
631;218;56;5;510.79;2553.95
632;218;35;1;413.4;413.4
633;218;59;1;594.85;594.85
634;219;53;2;277.06;554.12
635;219;127;1;252.77;252.77
636;219;206;2;130.95;261.9
637;219;299;3;205.55;616.65
638;220;225;5;351.48;1757.4
639;220;126;2;181.46;362.92
640;220;188;4;382.29;1529.16
641;220;103;4;492.18;1968.72
642;221;293;2;67.61;135.22
643;221;160;1;437.45;437.45
644;221;139;3;240.97;722.91
645;222;163;5;421.09;2105.45
646;222;275;5;417.34;2086.7
647;222;79;5;208.21;1041.05
648;222;206;5;155.25;776.25
649;223;17;2;386.3;772.6
650;223;94;5;402.83;2014.15
651;223;99;2;28.05;56.1
652;224;29;5;173.76;868.8
653;224;106;1;93.62;93.62
654;224;171;4;93.03;372.12
655;224;88;4;656.92;2627.68
656;224;261;5;231.59;1157.95
657;225;109;2;23.58;47.16
658;225;185;3;552.07;1656.21
659;225;133;4;419.77;1679.08
660;225;151;4;276.04;1104.16
661;226;290;5;182.95;914.75
662;226;200;3;54.13;162.39
663;226;136;1;189.85;189.85
664;227;198;5;300.65;1503.25
665;228;70;2;116.98;233.96
666;228;200;4;52.72;210.88
667;228;153;3;628.67;1886.01
668;228;280;4;592.95;2371.8
669;228;223;2;228.19;456.38
670;229;181;1;260.98;260.98
671;229;149;1;333.96;333.96
672;229;195;3;206.91;620.73
673;229;11;2;180.65;361.3
674;229;299;3;255.02;765.06
675;230;102;1;160.99;160.99
676;230;223;1;210.85;210.85
677;230;23;5;458.43;2292.15
678;231;73;4;168.98;675.92
679;231;130;5;372.35;1861.75
680;232;185;4;468.95;1875.8
681;232;54;1;54.52;54.52
682;233;112;2;196.05;392.1
683;234;300;2;85.18;170.36
684;234;153;5;562.76;2813.8
685;235;133;5;397.06;1985.3
686;235;137;2;78.05;156.1
687;235;80;4;149.22;596.88
688;235;236;3;386.93;1160.79
689;235;286;3;413.82;1241.46
690;236;182;1;482.53;482.53
691;236;234;2;283.99;567.98
692;236;260;4;38.18;152.72
693;237;74;5;191.93;959.65
694;237;225;2;454.85;909.7
695;237;55;3;102.3;306.9
696;238;110;4;347.23;1388.92
697;238;107;2;857.73;1715.46
698;239;237;4;156.94;627.76
699;240;16;3;101.74;305.22
700;240;142;4;234.24;936.96
701;240;21;3;293.18;879.54
702;241;283;2;663.55;1327.1
703;241;194;1;563.51;563.51
704;242;4;5;235.94;1179.7
705;242;70;2;80.53;161.06
706;242;68;3;510.69;1532.07
707;243;183;2;348.46;696.92
708;243;87;4;176.63;706.52
709;243;270;3;115.71;347.13
710;244;108;4;163.3;653.2
711;244;163;2;537.52;1075.04
712;244;136;5;274.6;1373.0
713;244;112;5;199.89;999.45
714;244;118;5;61.28;306.4
715;245;62;2;535.4;1070.8
716;245;22;4;331.41;1325.64
717;245;7;2;263.72;527.44
718;246;129;4;64.46;257.84
719;246;268;5;136.15;680.75
720;247;176;3;665.01;1995.03
721;247;111;4;409.32;1637.28
722;247;255;1;478.09;478.09
723;247;35;1;400.91;400.91
724;248;100;1;401.03;401.03
725;248;34;5;430.89;2154.45
726;248;285;1;404.93;404.93
727;248;233;2;767.45;1534.9
728;248;114;4;401.6;1606.4
729;249;54;5;50.27;251.35
730;249;67;2;90.29;180.58
731;250;44;3;174.74;524.22
732;250;160;2;463.42;926.84
733;250;265;4;179.9;719.6
734;251;14;4;474.99;1899.96
735;251;270;1;106.05;106.05
736;251;77;1;293.56;293.56
737;252;15;4;355.69;1422.76
738;252;288;2;132.53;265.06
739;253;268;5;145.28;726.4
740;254;178;5;221.8;1109.0
741;254;93;3;365.0;1095.0
742;254;126;1;167.0;167.0
743;255;39;5;19.98;99.9
744;255;168;5;37.14;185.7
745;256;180;4;843.08;3372.32
746;256;59;1;549.48;549.48
747;256;236;2;303.19;606.38
748;256;185;5;515.73;2578.65
749;257;223;1;236.45;236.45
750;258;35;1;339.69;339.69
751;258;239;3;165.16;495.48
752;258;173;2;482.29;964.58
753;259;228;5;441.91;2209.55
754;260;253;3;21.52;64.56
755;260;179;5;142.06;710.3
756;260;265;1;174.37;174.37
757;260;249;5;50.34;251.7
758;261;172;5;357.28;1786.4
759;261;23;4;349.47;1397.88
760;261;152;2;80.36;160.72
761;262;150;5;241.73;1208.65
762;262;202;3;480.06;1440.18
763;262;66;1;224.21;224.21
764;262;229;2;490.45;980.9
765;262;92;2;514.65;1029.3
766;263;166;4;618.54;2474.16
767;263;24;4;497.26;1989.04
768;263;133;3;448.41;1345.23
769;264;104;1;547.0;547.0
770;264;294;4;406.92;1627.68
771;264;147;1;365.86;365.86
772;265;215;3;149.4;448.2
773;265;289;5;540.45;2702.25
774;265;262;1;58.27;58.27
775;265;185;4;501.84;2007.36
776;265;273;2;238.62;477.24
777;266;47;5;17.79;88.95
778;266;259;5;303.97;1519.85
779;266;230;5;257.88;1289.4
780;267;233;1;559.78;559.78
781;267;243;2;311.8;623.6
782;268;57;3;277.77;833.31
783;268;221;5;426.04;2130.2
784;269;133;4;428.91;1715.64
785;269;127;3;261.33;783.99
786;270;21;4;327.43;1309.72
787;270;248;5;439.83;2199.15
788;270;103;3;558.76;1676.28
789;271;92;2;479.38;958.76
790;271;222;2;743.37;1486.74
791;271;72;4;523.74;2094.96
792;271;26;3;172.13;516.39
793;271;113;4;314.97;1259.88
794;272;80;2;115.44;230.88
795;273;175;5;310.76;1553.8
796;273;235;2;122.19;244.38
797;273;260;3;30.74;92.22
798;273;295;4;403.45;1613.8
799;273;179;1;156.78;156.78
800;274;171;4;112.91;451.64
801;275;209;2;265.15;530.3
802;275;24;3;358.36;1075.08
803;276;208;2;165.05;330.1
804;276;174;5;307.54;1537.7
805;277;137;1;78.01;78.01
806;277;228;1;420.6;420.6
807;277;226;4;240.98;963.92
808;277;15;3;475.39;1426.17
809;277;256;2;622.61;1245.22
810;278;27;3;108.25;324.75
811;279;250;3;643.28;1929.84
812;280;101;4;492.57;1970.28
813;280;199;4;343.14;1372.56
814;280;287;4;223.59;894.36
815;281;184;4;289.43;1157.72
816;282;4;3;245.91;737.73
817;282;167;4;391.8;1567.2
818;282;131;5;183.99;919.95
819;283;256;4;543.27;2173.08
820;283;158;2;437.91;875.82
821;283;35;3;330.22;990.66
822;283;141;5;261.8;1309.0
823;283;88;4;525.6;2102.4
824;284;133;2;350.69;701.38
825;284;293;2;59.86;119.72
826;285;296;5;63.45;317.25
827;285;300;2;67.62;135.24
828;286;13;2;190.0;380.0
829;286;8;1;123.5;123.5
830;286;237;3;158.55;475.65
831;286;63;3;98.4;295.2
832;286;109;3;24.2;72.6
833;287;37;4;368.17;1472.68
834;287;187;4;130.69;522.76
835;287;137;3;74.45;223.35
836;287;57;5;305.2;1526.0
837;288;296;1;52.6;52.6
838;288;44;3;201.91;605.73
839;289;252;4;405.01;1620.04
840;289;231;4;232.29;929.16
841;289;205;3;451.86;1355.58
842;289;191;4;341.38;1365.52
843;290;65;3;733.59;2200.77
844;290;5;2;231.82;463.64
845;290;257;3;33.28;99.84
846;291;95;3;33.66;100.98
847;291;37;5;364.46;1822.3
848;291;252;5;371.58;1857.9
849;292;286;4;530.72;2122.88
850;292;257;4;33.73;134.92
851;293;73;4;172.8;691.2
852;293;86;5;411.66;2058.3
853;293;3;1;486.35;486.35
